Name,Series,Short Description,Category,Gender,Magic,Memetic,Might,Mind,Motion,Moxie,Mutation,Myth,Stats,Rank,Growth Type,Growth Rate,Restock,Return,Gift,NSFW
Beginner Mechanics,Generic,"Skill equivalent to a mechanic's apprentice, you can now fix basic appliances and even a car with the right tools. Improves faster with the right teachers.",Skill,N/A,F,F,F,E,F,E,F,E,3,F,Tinker,Slow,N/A,N/A,FALSE,FALSE
Beginner Biology,Generic,"The skill of a biology major, you have a decent knowledge of biology, bodies, organs, and biological interactions.",Skill,N/A,F,F,F,E,F,E,F,E,3,F,Tinker,Slow,N/A,N/A,FALSE,FALSE
Beginner Taming,Generic,"The skill of a decent animal tamer, you can tame non-mundane creatures with trial and error, though it's not easy.",Skill,N/A,F,F,F,E,F,E,F,E,3,F,Tinker,Slow,N/A,N/A,FALSE,FALSE
Beginner Driving,Generic,"You can drive most vehicles competently, not particularly well, but decently enough.",Skill,N/A,F,F,F,E,F,E,F,E,3,F,Tinker,Slow,N/A,N/A,FALSE,FALSE
Clowning Around,Generic,"The skill of telling jokes, entertaining kids, making balloon animals, fitting in tiny cars, putting on greasepaint, and other things. You are, in effect, a professional clown.",Skill,N/A,F,F,F,E,F,E,F,E,3,F,Tinker,Slow,N/A,N/A,FALSE,FALSE
Blind Eye,Generic,"You disappear into crowds- if you shouldn't stand out, you won't.",Passive,N/A,E,E,F,E,F,E,F,F,4,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Natural Swimmer,Generic,You are a natural born swimmer. Your resistance to and skill with water/sea based effects is increased.,Passive,N/A,E,F,E,E,F,E,F,F,4,F,Train,Slow,N/A,N/A,FALSE,FALSE
Heat Palm,UnOrdinary,"Allows you to heat only your palms to red-hot levels, just shy of 1000 degrees Celsius",Ability,N/A,E,F,E,F,F,F,E,F,3,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Spray Water,Generic,Spray water from your hands with roughly the same force as a garden hose or a shower head. Runs on stamina.,Ability,N/A,E,F,E,F,F,F,E,F,3,F,Train,Slow,N/A,N/A,FALSE,FALSE
Flash,Generic,Emit blinding light from your hands. Can be dialed up or down for utility. Doesn't work well outside of close range.,Ability,N/A,E,E,F,F,F,F,E,F,3,F,Train,Slow,N/A,N/A,FALSE,FALSE
Stick,Generic,You can stick to things like you've been superglued on. Not quite as good as Spider-Man.,Ability,N/A,E,F,E,F,F,F,E,F,3,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Ripen,Generic,Allows you to ripen and mature organic objects via touch. Doesn't work if the object resists.,Ability,N/A,E,F,F,F,F,E,E,F,3,F,Train,Slow,N/A,N/A,FALSE,FALSE
Sprout,Generic,"Communicate with and control plants at a low level, tel them to grow faster, imbue them with energy for higher growth rates, even slightly change their shape.",Ability,N/A,E,F,F,F,F,E,E,F,3,F,Train,Slow,N/A,N/A,FALSE,FALSE
Tactical Vision,Generic,"Swap between thermal, infrared, and night vision at will without imparing normal sight.",Ability,N/A,E,E,F,E,F,F,E,F,4,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Camera Mark,Generic,"Place glowing red runes on any stable physical surface. Each rune acts like a 360 degree camera within your mind, viewable at any time. Maximum rune coverage based on energy levels, start with 5.",Ability,N/A,D,F,F,D,F,F,E,F,11,D,Train,Medium,N/A,N/A,FALSE,FALSE
Lion,Generic,A very smart and powerful majestic lion companion. Default female. Large enough to ride.,Familiar,Female,E,E,D,E,D,E,E,E,16,D,Trust,Medium,N/A,N/A,FALSE,FALSE
Goblin,Generic,"A child sized humanoid. Vicious and cruel by nature, good with small arms and basic tactics. Smarter than the average goblin, capable of breeding with any humanoid species. Default female.",Familiar,Female,E,E,E,E,E,E,E,E,8,E,Trust,Medium,N/A,N/A,FALSE,FALSE
"Herbie, the Love Bug",The Love Bug,"A sentient, self driving 1963 VW Beetle with unusually high performance metrics. Can self repair slowly when unsummoned.",Familiar,Male,E,E,D,E,D,E,F,D,19,D,Tinker,Slow,N/A,N/A,FALSE,FALSE
Remy the Rat,Ratatouille,"An unusually smart, snarky rat who is very good at cooking, and also can control twinks by pulling their hair.",Familiar,Male,F,E,F,E,F,E,F,E,4,F,Trust,Medium,N/A,N/A,FALSE,FALSE
Catgirlifying Tail,Generic,"A large cat tail buttplug. When worn will gradually turn the user into a catgirl, finishing after a collective twelve (12) hours. This confers a minor bonus to speed, flexibility, and strength. Please wash before re-use.",Wearable,Female,E,F,E,F,E,F,D,F,8,E,N/A,N/A,N/A,N/A,TRUE,TRUE
Liti-gator,Generic,"An alligator that is, somehow, a master of litigation and the skills of an attorney. Very well read in your local world's laws, might have some trouble actually representing you.",Familiar,Other,E,F,D,E,D,E,E,E,15,D,Trust,Medium,N/A,N/A,FALSE,FALSE
Cleansing Stone,Dungeons and Dragons,A one foot diameter stone sphere that cleans and removes filth from garments and bodies on touch. Best mount it somewhere safe.,Novelty,N/A,E,F,E,F,F,F,F,E,3,F,N/A,N/A,N/A,N/A,TRUE,FALSE
It's A Mad World,Alice in Wonderland,"Everything gets a bit more... metaphorical. You've somehow slipped right into Wonderland, a place where metaphor is fact, dimensions are a suggestion, and we're all mad. Yes, including you.",World,N/A,B,S,F,F,F,F,F,B,600,A,N/A,N/A,N/A,N/A,FALSE,FALSE
Tank,Generic,"A tank from an actual real world military. Effectively infinite fuel and shells within, but otherwise just a tank. You get to choose which tank it is.",Vehicle,N/A,E,E,D,F,C,F,F,D,22,D,Tinker,Medium,N/A,N/A,TRUE,FALSE
ColorS,Fairy Tail,A common magical item used to change the color of one's worn outfit by sliding a finger over the mirror on the front surface. Takes the form of a small pink book with an intricate cover.,Novelty,N/A,E,E,F,F,F,E,F,E,4,F,N/A,N/A,N/A,N/A,TRUE,FALSE
An Endless Supply of Sunglasses,Generic,Whenever you desire you may pull a pair of sunglasses from whatever containter is available. They will be properly sized and act in all ways as completely normal sunglasses,Novelty,N/A,F,F,F,F,F,F,E,F,1,F,N/A,N/A,N/A,N/A,TRUE,FALSE
Scooby Snax,Scooby Doo,"A box of weirdly tasty dog treats. Familiars and familiar candidates seem to like them. Consumable by just about anything. Box contains a lifetime supply, and will pour largely indefinitely.",Consumable,N/A,E,E,F,F,F,E,F,E,4,F,N/A,N/A,N/A,1hr,TRUE,FALSE
Unspoken Plan Guarantee,Generic,"The less people that know a plan of yours, the more likely it is to work.",Passive,N/A,C,B,F,F,F,C,F,F,70,C,N/A,N/A,N/A,N/A,FALSE,FALSE
Ghost Blade,Dark Souls,A cursed dagger carried by the spirits of New Londo. Allows you to wound spiritual beings (does not do soul damage to living beings).,Arsenal,N/A,E,F,E,F,F,F,F,E,3,F,N/A,N/A,N/A,1hr,TRUE,FALSE
Veil of Invisibility,Generic,A cloak that turns the user invisible only when not wearing clothing other than the veil.,Wearable,N/A,E,F,F,E,F,F,F,E,3,F,N/A,N/A,N/A,1hr,TRUE,TRUE
Father Garcia's Trenchcoat,Faith the Unholy Trinity,"A stylish black trench coat worn by Father Garcia. Durable, wards off curses and negative energy.",Wearable,N/A,E,F,F,F,F,E,F,F,2,F,N/A,N/A,N/A,Manual,TRUE,FALSE
Big Hat Logan's Big Hat,Dark Souls,Big Hat Logan's titular Big Hat. Makes it easier to learn and study magic while wearing it.,Wearable,N/A,D,F,F,F,F,E,F,F,6,E,N/A,N/A,N/A,Manual,TRUE,FALSE
Fog Walls,Dark Souls,"When you approach a difficult or important confrontation, you will see a fog wall barring the entrance. Only by being willing to face what is inside will you enter, and anything within it will not react to what you do while outside unless an attack strikes them. They are not bound to stay within the wall, and it will move with them if they enter another room.",World,N/A,E,F,F,F,F,D,F,F,6,E,N/A,N/A,N/A,N/A,FALSE,FALSE
Vergil's Meme Chair,Devil May Cry,A shitty plastic chair that increases your motivation when sitting in it. Might survive a hurricane.,Novelty,N/A,E,F,F,F,F,F,F,E,2,F,N/A,N/A,N/A,Manual,TRUE,FALSE
Beginner Massage,Generic,"The skill of an apprentice masseuse, good at working out knots and relieving pressure for a normal human.",Skill,N/A,E,F,F,E,F,E,F,F,3,F,Train,Slow,N/A,N/A,FALSE,FALSE
Makeup Application,Generic,You have a skill for applying makeup and enhancing beauty with topical products.,Skill,N/A,E,F,F,E,F,E,F,E,4,F,Tinker,Slow,N/A,N/A,FALSE,FALSE
Beginner Discipline,Generic,"You can endure slight hardship, eat stuff you don't like, study when you don't want to, but otherwise your discipline is still normal human levels.",Skill,N/A,E,F,F,E,F,F,F,F,2,F,Train,Slow,N/A,N/A,FALSE,FALSE
Beginner Communication,Generic,"You can communicate your ideas, meanings, and thoughts better than the average person, but not that much.",Skill,N/A,E,F,F,E,F,F,F,F,2,F,Train,Slow,N/A,N/A,FALSE,FALSE
Sartorial Savant,Generic,"Your clothes are always clean and tidy, and your small damages mend themselves over time.",Passive,N/A,E,F,F,F,F,E,F,E,3,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Kanmusu'd,Kantai Collection,"Whoops, you're a shipgirl now! Sorry if that causes any dysphoria. Pick a ship, most any ship! Anything from after roughly the second world war, or equivalent tech level, is out. You are now as durable as that ship, have the same amount of space inside of you, can move on water as fast as that ship, and have the same arnaments as that ship.  Including Radar, should that ship have it. Also a snazzy outfit bsaed on the ship you can call at will. Objects may be placed into you hold regardless of size, so long as they would fit within to storage space within yourself. You systems are run by 'Fairies', tiny girls dressed according to your ship's ranking who assist in your running and repair you. Also gain access to spooky magic, stronger the older your ship is. Unfortunately, now you also require the same level of fuel- you are restocked for 24hrs every 24hs, but combat burns your reserves faster.",Race,Female,C,D,C,D,C,D,D,D,55,C,Tinker,Slow,24hr,N/A,FALSE,FALSE
Kanmusu'd Abyssal Edition!,Kantai Collection,"Whoops, you're an abyssal shipgirl now! Sorry if that causes any dysphoria. Pick a ship, most any ship! Anything from after roughly the second world war, or equivalent tech level, is out. You are now as durable as that ship, have the same amount of space inside of you, can move on water as fast as that ship, and have the same arnaments as that ship.  Including Radar, should that ship have it. Your skin is now pale white, and you can summon a black outfit themed after a sea creature. Objects may be placed into you hold regardless of size, so long as they would fit within to storage space within yourself. You systems are run by 'Fairies', tiny girls dressed according to your ship's ranking who assist in your running and repair you. You are consumed by grudges and are significantly more likely to form them and to percieve things as attacks against you. Also get powerful spooky magic, better the older your ship is. Unfortunately, now you also require the same level of fuel- you are restocked for 24hrs every 24hs, but combat burns your reserves faster.",Race,Female,C,C,C,D,C,D,D,D,60,C,Tinker,Snail,24hr,N/A,FALSE,FALSE
Were-something,Generic,"Pick a mammal. You now uncontrollably turn into a humanoid version of that animal upon the light of the full moon. You're in control of yourself, but the process in incredibly painful at first. With time and practice you may be able to partly or fully transform without the full moon and lower the pain, but the moon will always transform you. You're also incredibly weak to silver, and even more sensitive to inherited silver- a touch from a weapon of that likely means death. Otherwise, you're stronger, faster, and heal quicker.",Race,N/A,C,F,D,F,D,F,C,D,35,D,N/A,N/A,N/A,N/A,FALSE,FALSE
Official Certificate of Knighthood,Generic,"Congrats, you're a knight! You get a suit of armor, some fancy heraldry, a melee weapon of choice, and the acknowledgement of any authority that cares about knights. ",Novelty,N/A,F,F,E,F,F,F,F,E,2,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Pornographic Body,Generic,"You've got a body fit for porn. If you're male, you're very tall, with massive muslces, and a massive dick. If you're female, you're still tall, with massive tits and a massive ass. Either way, your makeup is fantastic and presentation immaculate no matter what. Maintaining this requires no effort and you suffer no complications from being this way.",Passive,N/A,E,F,F,F,F,E,E,F,3,F,N/A,N/A,N/A,N/A,FALSE,TRUE
Too Cool for Two,Generic,You're way too cool. Anything you could do with two hands you can do with one hand in your pocket.,Passive,N/A,F,F,F,F,F,E,F,F,1,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Law of Games,"No Game, No Life","Physical conflict is forbidden. All wagers, violence, and other things must be settled by a game agreed upon by both parties, knowing all the rules. This is enforced by the world itself and cannot be dodged through any non-S rank divine or demonic effect. Though nothing says a game must keep playing by those rules...",World,N/A,S,A,F,F,F,A,F,F,700,A,N/A,N/A,N/A,N/A,FALSE,FALSE
The Oldest Profession,Generic,"Sex is viewed significantly more transactionally now. Offering sex for money, discounts, to satisfy a debt, or to avoid being harmed or killed is expected and normal. It doesn't make anyone more likely to accept, but you can certainly offer.",World,N/A,F,F,F,F,F,D,F,F,5,E,N/A,N/A,N/A,N/A,FALSE,TRUE
Big Bag o Seeds,Generic,"A big bag of various seeds ready for planting. Particularly rare plants won't be included, but aside from that every plant on Earth is represented. It's recommended not to plant kudzu or bamboo.",Farmable,N/A,F,F,F,F,F,F,F,F,0,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Iron Tree,Generic,"A planter pot of a small iron tree as well as a few seeds and a book on proper planting and caring techniques. The tree will grow leaves of iron year round, equivalent to five bars of high quality iron each month.",Farmable,N/A,F,F,F,F,F,F,D,F,5,E,N/A,N/A,N/A,N/A,FALSE,FALSE
Slime Ranch,Slime Rancher,"Congrats on inheriting a ranch on the Far Far Range! Yes, even if you had no living relatives. Don't question it. You may teleport to the ranch at will. The ranch consists of a small home attached to a large portion of the Far Far Range. The place may be upgraded with money, including unlocking more pens and various helpful equipment. Here you may capture and feed slimes in order to get plorts, which can be traded at the on site marketplace. Plorts follow normal market principles, so selling a lot of one type lowers the price and rare plorts are more expensive. Money obtained here is converted at a rougly 1 to 1 ratio to the currency of your home world.",Farmable,N/A,C,F,F,F,F,C,F,F,20,D,Tinker,Fast,N/A,N/A,FALSE,FALSE
Perfumed,Generic,"You smell nice, and always smell what the person smelling you likes.",Passive,N/A,E,F,F,F,F,E,E,E,4,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Edible Body Fluids,Generic,"Your sweat, saliva, blood, cum, etc are healthy, nutritionally and calorically dense, and taste good. Anyone could survive off of them, sadly not you though.",Passive,N/A,E,F,F,F,F,E,E,E,4,F,N/A,N/A,N/A,N/A,FALSE,TRUE
Ambidextrous,Generic,"Technically it's ""Omnidextrous"". You have equal dexterity with all your limbs, not just your hands. Applies to non-standard limbs as well.",Passive,N/A,E,F,F,E,F,E,F,F,3,F,Train,Slow,N/A,N/A,FALSE,FALSE
Lactation,Generic,You lactate now! Hope that's not dysphoric for you. Your milk quality scales with physical stats and gains unique properties based on your gained tickets.,Passive,N/A,E,F,F,F,F,E,E,E,4,F,Ticket,Medium,N/A,N/A,FALSE,TRUE
Literary Devouring,Generic,You can literally eat books and physical texts to absorb their knowledge with perfect recall. Some books might fight back.,Passive,N/A,D,F,F,D,F,F,E,D,16,D,N/A,N/A,N/A,N/A,FALSE,FALSE
